"GEO_ID","NAME","GEO_ID_F","NAICS2017","NAICS2017_LABEL","NAICS2017_F","LFO","LFO_LABEL","EMPSZES","EMPSZES_LABEL","YEAR","ESTAB","ESTAB_F","PAYANN","PAYANN_F","PAYANN_N","PAYANN_N_F","PAYQTR1","PAYQTR1_F","PAYQTR1_N","PAYQTR1_N_F","EMP","EMP_F","EMP_N","EMP_N_F",
"0500000US13095","Dougherty County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13097","Douglas County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","14","null","1235","null","G","G","293","null","G","G","61","null","G","G",
"0500000US13097","Douglas County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","9","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13097","Douglas County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13107","Emanuel County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","361","null","J","J","84","null","J","J","23","null","J","J",
"0500000US13109","Evans County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","186","null","G","G","47","null","H","H","11","null","G","G",
"0500000US13113","Fayette County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","13","null","1417","null","G","G","255","null","H","H","51","null","H","H",
"0500000US13113","Fayette County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","9","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13113","Fayette County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13115","Floyd County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","13","null","857","null","G","G","185","null","H","H","32","null","G","G",
"0500000US13115","Floyd County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","12","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13117","Forsyth County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","25","null","2532","null","G","G","564","null","G","G","103","null","H","H",
"0500000US13117","Forsyth County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","18","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13117","Forsyth County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13119","Franklin County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","352","null","G","G","90","null","G","G","16","null","J","J",
"0500000US13121","Fulton County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","120","null","21129","null","G","G","4845","null","G","G","753","null","G","G",
"0500000US13121","Fulton County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","75","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13121","Fulton County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","22","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13121","Fulton County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","15","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13121","Fulton County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","241","Establishments with 20 to 49 employees","2020","7","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13127","Glynn County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","23","null","1434","null","G","G","325","null","G","G","60","null","G","G",
"0500000US13127","Glynn County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","21","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13129","Gordon County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","7","null","354","null","G","G","77","null","G","G","15","null","J","J",
"0500000US13129","Gordon County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","7","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13131","Grady County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","172","null","G","G","41","null","H","H","11","null","G","G",
"0500000US13133","Greene County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","264","null","J","J","65","null","J","J","7","null","G","G",
"0500000US13133","Greene County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13135","Gwinnett County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","40","null","5763","null","G","G","1162","null","G","G","212","null","H","H",
"0500000US13135","Gwinnett County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","23","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13135","Gwinnett County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","8","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13135","Gwinnett County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","8","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13139","Hall County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","20","null","2281","null","G","G","478","null","G","G","95","null","H","H",
"0500000US13139","Hall County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","13","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13139","Hall County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","6","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13151","Henry County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","9","null","3083","null","G","G","572","null","G","G","102","null","G","G",
"0500000US13151","Henry County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13151","Henry County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13153","Houston County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","24","null","1405","null","G","G","301","null","G","G","74","null","H","H",
"0500000US13153","Houston County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","18","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13153","Houston County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","6","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13157","Jackson County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","180","null","G","G","36","null","G","G","9","null","G","G",
"0500000US13157","Jackson County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13163","Jefferson County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","41","null","H","H","14","null","J","J","5","null","G","G",
"0500000US13163","Jefferson County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13175","Laurens County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","13","null","865","null","G","G","234","null","G","G","45","null","H","H",
"0500000US13175","Laurens County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","10","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13175","Laurens County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13179","Liberty County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","8","null","540","null","G","G","131","null","G","G","29","null","J","J",
"0500000US13179","Liberty County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","6","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13185","Lowndes County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","20","null","1149","null","G","G","291","null","G","G","68","null","G","G",
"0500000US13185","Lowndes County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","16","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13189","McDuffie County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","409","null","G","G","100","null","G","G","29","null","H","H",
"0500000US13191","McIntosh County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","135","null","G","G","24","null","G","G","11","null","G","G",
"0500000US13193","Macon County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","126","null","G","G","25","null","H","H","6","null","G","G",
"0500000US13193","Macon County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13199","Meriwether County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","183","null","H","H","48","null","H","H","10","null","J","J",
"0500000US13199","Meriwether County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13205","Mitchell County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","51","null","J","J","19","null","J","J","4","null","J","J",
"0500000US13205","Mitchell County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13215","Muscogee County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","46","null","4387","null","G","G","1031","null","G","G","207","null","G","G",
"0500000US13215","Muscogee County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","28","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13215","Muscogee County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","13","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13215","Muscogee County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13217","Newton County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","8","null","981","null","G","G","207","null","H","H","38","null","G","G",
"0500000US13217","Newton County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","5","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13223","Paulding County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","6","null","363","null","G","G","89","null","G","G","17","null","J","J",
"0500000US13223","Paulding County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","6","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13225","Peach County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","6","null","418","null","G","G","105","null","G","G","18","null","J","J",
"0500000US13225","Peach County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","6","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13227","Pickens County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","468","null","J","J","88","null","J","J","19","null","J","J",
"0500000US13227","Pickens County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13235","Pulaski County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","69","null","H","H","12","null","G","G","7","null","J","J",
"0500000US13235","Pulaski County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13237","Putnam County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","96","null","H","H","24","null","J","J","5","null","J","J",
"0500000US13237","Putnam County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13241","Rabun County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","404","null","G","G","94","null","H","H","19","null","J","J",
"0500000US13245","Richmond County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","18","null","1905","null","G","G","459","null","G","G","90","null","G","G",
"0500000US13245","Richmond County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","13","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13245","Richmond County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13247","Rockdale County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","10","null","1241","null","G","G","299","null","G","G","44","null","J","J",
"0500000US13247","Rockdale County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","6","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13247","Rockdale County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13251","Screven County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","177","null","G","G","41","null","G","G","10","null","J","J",
"0500000US13255","Spalding County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","14","null","800","null","G","G","177","null","G","G","30","null","J","J",
"0500000US13255","Spalding County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","14","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13261","Sumter County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","249","null","G","G","56","null","G","G","19","null","G","G",
"0500000US13271","Telfair County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","120","null","G","G","27","null","H","H","7","null","J","J",
"0500000US13271","Telfair County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13275","Thomas County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","6","null","448","null","G","G","91","null","G","G","31","null","G","G",
"0500000US13275","Thomas County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13275","Thomas County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13285","Troup County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","9","null","669","null","G","G","147","null","G","G","29","null","J","J",
"0500000US13285","Troup County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","7","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13299","Ware County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","255","null","G","G","61","null","G","G","15","null","J","J",
"0500000US13299","Ware County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13303","Washington County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","146","null","G","G","38","null","H","H","11","null","G","G",
"0500000US13305","Wayne County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","6","null","213","null","G","G","63","null","G","G","18","null","J","J",
"0500000US13305","Wayne County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13311","White County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","210","null","G","G","22","null","J","J","5","null","G","G",
"0500000US13311","White County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US13313","Whitfield County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","11","null","726","null","G","G","162","null","G","G","35","null","H","H",
"0500000US13313","Whitfield County, Georgia","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","9","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US15001","Hawaii County, Hawaii","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","599","null","G","G","148","null","G","G","21","null","J","J",
"0500000US15001","Hawaii County, Hawaii","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US15003","Honolulu County, Hawaii","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","48","null","4409","null","G","G","1192","null","H","H","169","null","G","G",
"0500000US15003","Honolulu County, Hawaii","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","37","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US15003","Honolulu County, Hawaii","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","8","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US15007","Kauai County, Hawaii","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","323","null","H","H","85","null","H","H","17","null","J","J",
"0500000US15009","Maui County, Hawaii","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","5","null","307","null","J","J","66","null","J","J","12","null","J","J",
"0500000US15009","Maui County, Hawaii","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","5","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US16001","Ada County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","27","null","2494","null","H","H","593","null","J","J","145","null","J","J",
"0500000US16001","Ada County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","9","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US16001","Ada County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","14","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US16001","Ada County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US16005","Bannock County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","5","null","370","null","H","H","91","null","J","J","22","null","H","H",
"0500000US16005","Bannock County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US16013","Blaine County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","255","null","J","J","61","null","J","J","15","null","J","J",
"0500000US16017","Bonner County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","5","null","344","null","H","H","106","null","G","G","26","null","G","G",
"0500000US16017","Bonner County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US16019","Bonneville County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","349","null","J","J","80","null","J","J","18","null","J","J",
"0500000US16019","Bonneville County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US16021","Boundary County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","125","null","G","G","40","null","J","J","9","null","G","G",
"0500000US16021","Boundary County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US16027","Canyon County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","6","null","466","null","J","J","104","null","J","J","26","null","J","J",
"0500000US16027","Canyon County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US16055","Kootenai County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","13","null","1152","null","J","J","245","null","J","J","41","null","J","J",
"0500000US16055","Kootenai County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","8","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US16055","Kootenai County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","5","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US16069","Nez Perce County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","219","null","J","J","57","null","J","J","16","null","J","J",
"0500000US16083","Twin Falls County, Idaho","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","236","null","J","J","55","null","J","J","12","null","J","J",
"0500000US17007","Boone County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","101","null","G","G","21","null","G","G","3","null","G","G",
"0500000US17007","Boone County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US17019","Champaign County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","18","null","2111","null","H","H","460","null","H","H","80","null","G","G",
"0500000US17019","Champaign County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","15","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US17021","Christian County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","100","null","H","H","13","null","J","J","3","null","J","J",
"0500000US17021","Christian County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US17027","Clinton County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","3","null","182","null","J","J","36","null","J","J","5","null","G","G",
"0500000US17027","Clinton County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US17029","Coles County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","5","null","563","null","H","H","128","null","H","H","38","null","J","J",
"0500000US17029","Coles County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US17031","Cook County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","619","null","80101","null","G","G","18230","null","G","G","2873","null","H","H",
"0500000US17031","Cook County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","460","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US17031","Cook County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","220","Establishments with 5 to 9 employees","2020","100","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US17031","Cook County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","230","Establishments with 10 to 19 employees","2020","26","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US17031","Cook County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","241","Establishments with 20 to 49 employees","2020","29","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US17031","Cook County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","242","Establishments with 50 to 99 employees","2020","4","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US17033","Crawford County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","4","null","229","null","G","G","59","null","H","H","21","null","J","J",
"0500000US17037","DeKalb County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","10","null","1620","null","G","G","412","null","G","G","102","null","G","G",
"0500000US17037","DeKalb County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","210","Establishments with less than 5 employees","2020","5","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US17037","DeKalb County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","241","Establishments with 20 to 49 employees","2020","3","null","N","N","N","N","N","N","N","N","N","N","N","N",
"0500000US17043","DuPage County, Illinois","null","4453","Beer, wine, and liquor stores","null","001","All establishments","001","All establishments","2020","116","null","17617","null","G","G","3752","null","G","G","644","null","H","H",
